Date_Time,Work_Volume,Schedule_Adherence_Percent,Event_Scheduling_Needed,Average_Handling_Time_sec,Latency_sec,Utilization_Rate_Percent,Shrinkage_Rate_Percent,Attendance_Rate_Percent,Overstaffing_Indicator,Understaffing_Indicator,Service_Level_Compliance_Percent
2023-01-09 22:32:11.900654,9,85.28,0,107,38,68.88,14.25,92.14,1,1,82.27
2023-01-09 22:33:11.900654,15,85.91,0,246,31,85.77,10.64,90.35,1,0,88.33
2023-01-09 22:34:11.900654,16,80.91,1,190,33,63.04,13.67,90.9,0,0,78.33
2023-01-09 22:35:11.900654,16,97.69,0,86,41,78.59,11.52,95.46,1,0,92.81
2023-01-09 22:36:11.900654,12,93.34,0,154,24,83.21,12.32,92.6,1,0,78.29
2023-01-09 22:37:11.900654,12,93.59,0,220,35,91.74,16.17,93.32,1,0,95.92
2023-01-09 22:38:11.900654,10,95.86,0,171,29,90.64,14.21,87.68,1,1,90.72
2023-01-09 22:39:11.900654,10,85.51,0,294,31,73.51,17.13,94.04,0,1,92.33
2023-01-09 22:40:11.900654,13,96.52,0,137,29,72.69,15.75,88.95,1,0,87.02
2023-01-09 22:41:11.900654,14,89.11,1,138,29,88.84,17.76,98.0,0,1,82.19
2023-01-09 22:42:11.900654,15,91.14,0,198,35,68.96,15.2,85.73,1,1,80.77
2023-01-09 22:43:11.900654,18,86.22,0,163,32,74.57,15.17,89.27,0,0,87.43
2023-01-09 22:44:11.900654,17,84.57,0,225,15,70.87,12.77,89.53,1,0,72.36
2023-01-09 22:45:11.900654,18,88.17,0,211,27,60.77,14.63,88.17,0,0,86.92
2023-01-09 22:46:11.900654,6,89.65,1,246,28,93.74,11.1,88.9,1,1,95.8
2023-01-09 22:47:11.900654,17,86.24,0,180,28,63.39,18.35,94.06,0,1,86.92
2023-01-09 22:48:11.900654,8,98.54,0,191,29,62.76,17.47,87.5,1,0,87.49
2023-01-09 22:49:11.900654,17,84.73,0,190,24,89.55,13.14,87.68,1,0,71.65
2023-01-09 22:50:11.900654,10,92.86,0,211,42,81.05,10.77,85.75,0,0,74.85
2023-01-09 22:51:11.900654,16,95.14,1,256,30,68.25,13.47,96.04,0,0,85.13
2023-01-09 22:52:11.900654,11,91.97,1,209,33,72.65,19.66,96.26,0,1,84.42
2023-01-09 22:53:11.900654,11,93.05,0,182,27,78.39,10.37,95.95,1,0,99.93
2023-01-09 22:54:11.900654,12,87.22,0,183,30,72.15,18.81,88.92,1,0,85.07
2023-01-09 22:55:11.900654,22,83.31,0,146,31,92.91,15.32,98.07,1,1,94.52
2023-01-09 22:56:11.900654,16,85.8,0,192,24,87.71,13.89,86.83,0,0,70.95
2023-01-09 22:57:11.900654,13,89.88,0,189,25,90.46,14.2,97.95,1,0,82.37
2023-01-09 22:58:11.900654,14,99.35,0,168,21,93.83,18.69,93.48,1,1,77.42
2023-01-09 22:59:11.900654,12,84.18,0,201,31,83.86,14.06,99.48,0,1,86.86
2023-01-09 23:00:11.900654,5,89.38,0,153,31,77.26,10.39,98.29,0,1,71.27
2023-01-09 23:01:11.900654,18,87.35,0,217,24,69.18,11.04,98.34,1,1,87.33
2023-01-09 23:02:11.900654,7,81.55,0,172,24,71.49,17.36,90.74,0,1,75.77
2023-01-09 23:03:11.900654,13,86.9,0,210,26,91.99,16.15,99.24,0,0,95.74
2023-01-09 23:04:11.900654,22,91.2,0,166,34,87.7,16.35,97.28,0,0,92.77
2023-01-09 23:05:11.900654,22,90.91,0,146,29,76.99,18.27,94.26,0,0,89.23
2023-01-09 23:06:11.900654,15,90.37,0,187,33,84.68,13.84,92.42,1,0,96.14
2023-01-09 23:07:11.900654,14,92.41,0,225,20,88.78,13.94,95.9,1,1,70.07
2023-01-09 23:08:11.900654,15,82.58,0,243,29,68.22,13.59,99.03,1,1,91.48
2023-01-09 23:09:11.900654,12,85.74,0,214,28,75.98,11.18,96.11,1,1,81.41
2023-01-09 23:10:11.900654,13,94.13,0,173,31,61.64,11.13,88.01,0,0,91.37
2023-01-09 23:11:11.900654,13,86.1,0,255,27,78.82,15.68,90.41,1,0,86.99
2023-01-09 23:12:11.900654,19,83.67,0,194,39,60.52,13.17,90.48,0,1,95.02
2023-01-09 23:13:11.900654,21,85.45,0,188,25,67.67,17.63,98.39,0,0,95.25
2023-01-09 23:14:11.900654,14,91.71,0,243,21,74.05,19.35,97.91,1,1,77.69
2023-01-09 23:15:11.900654,16,96.19,0,212,28,93.04,16.67,87.15,0,0,97.52
2023-01-09 23:16:11.900654,14,84.91,0,208,22,73.65,10.59,95.58,1,1,90.45
2023-01-09 23:17:11.900654,13,82.21,0,165,29,80.57,10.27,94.42,0,1,78.99
2023-01-09 23:18:11.900654,20,86.9,0,120,26,73.81,19.3,91.43,0,1,71.78
2023-01-09 23:19:11.900654,15,99.86,0,99,37,64.85,13.43,95.8,0,0,89.19
2023-01-09 23:20:11.900654,16,81.46,0,140,31,62.63,12.15,88.96,0,0,98.92
2023-01-09 23:21:11.900654,11,92.17,0,153,29,86.0,16.06,94.88,1,0,80.47
2023-01-09 23:22:11.900654,14,84.85,0,178,23,60.42,18.73,99.31,1,0,79.01
2023-01-09 23:23:11.900654,11,84.67,0,228,28,84.07,18.06,92.5,0,0,78.28
2023-01-09 23:24:11.900654,14,96.49,0,184,29,63.44,15.24,89.4,0,0,81.03
2023-01-09 23:25:11.900654,16,80.89,0,125,29,64.65,16.2,85.07,0,1,77.47
2023-01-09 23:26:11.900654,19,91.48,0,186,34,62.9,16.11,97.99,0,1,82.38
2023-01-09 23:27:11.900654,9,85.0,0,162,30,92.54,16.04,95.4,0,0,96.13
2023-01-09 23:28:11.900654,15,86.0,0,177,33,84.96,11.63,93.62,1,0,91.67
2023-01-09 23:29:11.900654,19,97.74,1,208,18,68.89,12.35,96.24,0,1,73.66
2023-01-09 23:30:11.900654,19,86.41,1,128,25,67.72,16.08,87.13,0,0,80.1
2023-01-09 23:31:11.900654,18,89.18,0,148,36,67.58,18.75,87.97,1,1,92.91
2023-01-09 23:32:11.900654,16,93.12,0,191,19,66.97,19.71,97.53,0,1,97.22
2023-01-09 23:33:11.900654,12,92.2,0,131,34,75.69,12.46,91.26,1,1,73.55
2023-01-09 23:34:11.900654,11,98.61,0,263,27,62.52,17.11,94.5,1,0,85.83
2023-01-09 23:35:11.900654,13,82.02,1,221,33,94.17,12.41,93.12,0,0,75.37
2023-01-09 23:36:11.900654,18,82.79,0,168,37,77.51,16.44,91.45,0,0,75.02
2023-01-09 23:37:11.900654,10,82.04,1,166,27,85.25,15.5,93.66,1,0,73.16
2023-01-09 23:38:11.900654,13,90.48,1,130,35,92.7,16.89,96.36,0,1,81.89
2023-01-09 23:39:11.900654,12,88.99,0,174,21,71.62,12.34,85.24,0,1,93.58
2023-01-09 23:40:11.900654,18,89.88,0,202,31,74.07,14.1,91.71,0,1,77.98
2023-01-09 23:41:11.900654,12,80.41,1,166,34,82.33,10.76,98.36,1,0,86.13
2023-01-09 23:42:11.900654,17,89.84,0,215,40,73.47,16.05,85.64,1,0,91.24
2023-01-09 23:43:11.900654,10,85.96,0,122,32,69.89,19.13,91.79,1,1,77.05
2023-01-09 23:44:11.900654,12,87.18,0,225,30,65.75,16.21,94.45,0,0,80.82
2023-01-09 23:45:11.900654,26,91.9,1,217,25,70.06,13.33,91.9,1,1,98.52
2023-01-09 23:46:11.900654,16,96.07,0,220,24,72.42,12.41,93.51,0,0,77.16
2023-01-09 23:47:11.900654,13,86.89,0,255,32,78.3,13.17,91.29,0,0,74.34
2023-01-09 23:48:11.900654,16,98.7,0,149,43,80.02,19.31,94.21,1,1,99.05
2023-01-09 23:49:11.900654,19,83.9,0,186,25,86.76,11.36,97.55,1,0,91.08
2023-01-09 23:50:11.900654,20,81.35,0,186,24,88.81,16.81,88.92,0,0,82.73
2023-01-09 23:51:11.900654,17,92.21,0,157,35,72.01,11.49,92.25,0,1,79.88
2023-01-09 23:52:11.900654,16,82.29,0,252,20,71.79,16.98,91.36,0,1,74.56
2023-01-09 23:53:11.900654,18,84.91,0,149,36,84.93,11.91,98.13,0,1,70.02
2023-01-09 23:54:11.900654,12,89.1,0,152,35,72.25,18.05,99.73,1,1,79.06
2023-01-09 23:55:11.900654,21,81.23,0,181,20,72.22,19.18,98.1,1,0,86.55
2023-01-09 23:56:11.900654,19,82.85,0,229,29,93.17,12.45,94.96,0,1,99.85
2023-01-09 23:57:11.900654,21,80.35,0,148,33,91.85,14.17,91.52,1,0,95.5
2023-01-09 23:58:11.900654,8,83.16,0,182,37,67.88,15.65,98.43,0,1,73.5
2023-01-09 23:59:11.900654,26,92.55,0,116,31,77.97,11.59,98.97,1,0,96.47
2023-01-10 00:00:11.900654,14,91.08,0,214,28,86.33,18.57,87.31,0,1,76.78
2023-01-10 00:01:11.900654,21,100.0,0,231,32,93.82,20.0,91.74,1,0,91.5
2023-01-10 00:02:11.900654,15,90.35,0,291,35,94.96,18.91,89.02,0,0,81.78
2023-01-10 00:03:11.900654,9,91.57,0,192,20,83.8,15.63,95.15,1,1,90.66
2023-01-10 00:04:11.900654,22,87.67,0,237,32,67.97,11.04,89.03,1,0,99.59
2023-01-10 00:05:11.900654,15,98.47,0,209,34,85.9,14.75,90.28,1,0,75.6
2023-01-10 00:06:11.900654,18,80.44,0,147,40,91.51,16.78,90.65,0,0,95.2
2023-01-10 00:07:11.900654,18,85.09,0,191,34,89.63,10.9,96.03,0,0,91.25
2023-01-10 00:08:11.900654,14,84.01,1,178,18,72.6,17.29,89.73,0,0,95.62
2023-01-10 00:09:11.900654,18,90.9,0,232,31,82.17,10.09,94.99,1,1,86.49
2023-01-10 00:10:11.900654,13,84.45,0,83,36,86.49,16.79,89.29,1,1,89.13
2023-01-10 00:11:11.900654,21,83.47,0,168,32,81.44,16.88,99.37,1,0,83.39
2023-01-10 00:12:11.900654,14,99.33,0,150,33,77.21,11.12,94.92,1,1,97.96
2023-01-10 00:13:11.900654,11,80.36,0,152,29,91.58,11.21,93.92,1,0,96.97
2023-01-10 00:14:11.900654,11,96.15,1,146,34,80.35,19.53,85.36,0,1,81.01
2023-01-10 00:15:11.900654,8,89.59,0,146,31,89.95,19.66,89.21,0,0,82.81
2023-01-10 00:16:11.900654,15,96.34,0,134,32,67.41,17.9,98.07,0,0,71.17
2023-01-10 00:17:11.900654,16,98.48,0,138,28,65.84,11.0,95.73,1,0,79.31
2023-01-10 00:18:11.900654,14,90.18,1,200,25,81.21,14.12,88.23,0,0,70.32
2023-01-10 00:19:11.900654,14,97.51,0,189,33,73.83,19.82,86.3,0,0,97.38
2023-01-10 00:20:11.900654,14,90.35,0,193,36,91.26,10.86,95.6,0,1,92.29
2023-01-10 00:21:11.900654,13,97.88,0,138,26,79.02,19.48,85.64,0,1,74.44
2023-01-10 00:22:11.900654,11,86.75,0,277,23,63.06,10.77,92.32,0,0,92.72
2023-01-10 00:23:11.900654,15,97.1,1,145,36,80.96,10.09,89.97,0,1,81.41
2023-01-10 00:24:11.900654,21,83.26,0,174,26,68.39,16.93,99.23,0,1,81.95
2023-01-10 00:25:11.900654,21,87.38,0,138,27,61.9,18.35,86.4,0,1,79.48
2023-01-10 00:26:11.900654,13,85.24,0,207,43,75.24,18.29,87.34,0,1,82.83
2023-01-10 00:27:11.900654,17,90.25,1,140,22,90.26,15.68,89.19,0,0,72.33
2023-01-10 00:28:11.900654,15,81.59,0,249,21,64.81,17.35,86.61,1,1,93.39
2023-01-10 00:29:11.900654,17,84.19,0,185,21,87.06,15.36,99.56,0,1,98.06
2023-01-10 00:30:11.900654,17,98.86,0,224,24,88.95,17.08,90.82,0,1,87.61
2023-01-10 00:31:11.900654,16,90.84,0,136,29,67.78,15.45,92.04,0,0,94.91
2023-01-10 00:32:11.900654,18,97.41,0,172,29,67.73,15.11,96.41,1,0,81.1
2023-01-10 00:33:11.900654,19,99.39,0,191,34,72.63,11.74,92.92,0,0,70.65
2023-01-10 00:34:11.900654,9,88.63,0,155,33,92.95,11.81,86.79,1,0,87.91
2023-01-10 00:35:11.900654,16,86.92,0,245,32,78.85,10.65,94.36,1,0,84.58
2023-01-10 00:36:11.900654,22,88.01,0,173,26,94.69,13.03,98.43,0,0,98.08
2023-01-10 00:37:11.900654,16,81.03,0,122,33,76.97,19.2,95.73,0,1,74.67
2023-01-10 00:38:11.900654,18,87.35,0,202,34,82.34,17.73,88.81,0,0,76.59
2023-01-10 00:39:11.900654,15,80.98,1,208,33,62.52,14.48,92.35,0,1,78.95
2023-01-10 00:40:11.900654,15,95.46,0,164,35,72.43,13.07,89.29,1,0,79.84
2023-01-10 00:41:11.900654,18,96.79,0,181,29,88.47,19.21,90.0,0,0,72.41
2023-01-10 00:42:11.900654,15,90.11,0,234,21,61.95,15.67,92.54,1,0,96.06
2023-01-10 00:43:11.900654,13,93.68,0,126,44,94.83,19.81,90.36,0,0,92.54
2023-01-10 00:44:11.900654,20,98.37,0,116,25,77.26,10.04,99.81,1,0,82.06
2023-01-10 00:45:11.900654,16,99.04,0,192,26,81.42,11.5,92.72,1,0,78.71
2023-01-10 00:46:11.900654,17,97.42,0,97,31,66.42,13.87,92.47,0,0,74.01
2023-01-10 00:47:11.900654,8,85.38,0,157,33,88.76,10.33,90.64,1,0,81.01
2023-01-10 00:48:11.900654,13,91.05,0,228,30,66.4,12.59,97.36,0,0,83.53
2023-01-10 00:49:11.900654,21,95.35,0,177,23,84.37,14.71,97.82,1,1,90.73
2023-01-10 00:50:11.900654,14,92.62,1,169,33,62.06,12.17,88.97,0,1,86.91
2023-01-10 00:51:11.900654,24,93.2,0,179,23,87.0,16.07,85.33,1,1,85.14
2023-01-10 00:52:11.900654,16,87.0,0,273,29,91.17,15.74,85.06,1,0,83.71
2023-01-10 00:53:11.900654,10,91.75,0,161,25,72.86,13.14,91.08,0,0,80.95
2023-01-10 00:54:11.900654,20,80.69,0,229,33,74.94,17.31,92.07,0,1,75.46
2023-01-10 00:55:11.900654,12,89.56,0,168,35,81.41,17.02,93.89,0,0,97.55
2023-01-10 00:56:11.900654,19,82.38,1,238,28,86.32,18.18,91.88,1,1,99.07
2023-01-10 00:57:11.900654,27,82.66,0,189,29,89.61,10.52,87.64,0,1,74.05
2023-01-10 00:58:11.900654,15,98.7,0,250,28,87.63,14.88,98.05,1,0,89.18
2023-01-10 00:59:11.900654,20,93.56,1,161,38,76.44,13.97,86.21,0,0,78.02
2023-01-10 01:00:11.900654,11,95.04,0,164,35,61.74,12.48,88.33,0,0,98.17
2023-01-10 01:01:11.900654,18,81.22,0,166,30,87.17,17.44,91.27,1,1,81.83
2023-01-10 01:02:11.900654,17,95.83,0,135,36,62.18,18.29,97.79,0,1,82.62
2023-01-10 01:03:11.900654,14,95.44,0,143,23,78.98,10.18,92.19,1,1,89.14
2023-01-10 01:04:11.900654,15,91.46,1,129,31,86.2,19.62,97.5,0,0,72.46
2023-01-10 01:05:11.900654,9,96.85,0,215,25,75.73,10.45,87.37,0,0,79.35
2023-01-10 01:06:11.900654,14,84.03,0,205,23,85.95,15.35,86.68,1,1,71.08
2023-01-10 01:07:11.900654,19,94.66,0,133,29,77.18,18.33,89.76,0,0,86.65
2023-01-10 01:08:11.900654,16,94.67,1,155,34,68.04,11.98,86.56,1,0,90.56
2023-01-10 01:09:11.900654,20,81.12,0,201,27,74.83,12.32,96.92,1,0,76.78
2023-01-10 01:10:11.900654,15,81.88,0,106,23,86.22,18.09,95.55,0,1,70.79
2023-01-10 01:11:11.900654,16,82.14,1,168,28,70.39,14.98,85.37,0,1,78.21
2023-01-10 01:12:11.900654,22,95.66,1,191,28,61.11,13.24,93.38,1,1,71.92
2023-01-10 01:13:11.900654,16,94.93,0,170,27,94.58,14.29,96.35,0,1,93.72
2023-01-10 01:14:11.900654,10,83.3,0,100,29,90.49,12.44,97.71,0,0,89.39
2023-01-10 01:15:11.900654,15,88.06,1,194,26,87.5,15.3,93.96,0,1,93.82
2023-01-10 01:16:11.900654,20,91.09,0,172,33,83.98,15.96,93.92,0,1,87.44
2023-01-10 01:17:11.900654,17,96.79,0,152,25,72.13,10.17,93.54,0,1,81.78
2023-01-10 01:18:11.900654,12,96.9,0,120,30,80.44,13.11,99.43,1,0,78.35
2023-01-10 01:19:11.900654,14,87.2,0,224,21,84.1,16.11,95.14,0,0,75.68
2023-01-10 01:20:11.900654,15,87.39,0,208,21,66.82,19.1,88.94,0,1,95.92
2023-01-10 01:21:11.900654,16,93.78,0,190,24,71.04,13.38,86.49,1,1,83.6
2023-01-10 01:22:11.900654,18,84.36,0,117,31,86.26,10.97,91.19,1,0,92.04
2023-01-10 01:23:11.900654,19,83.18,0,187,26,60.52,13.15,98.83,1,1,85.14
2023-01-10 01:24:11.900654,16,99.45,0,117,23,71.76,18.2,85.79,1,0,89.99
2023-01-10 01:25:11.900654,10,82.42,0,155,31,69.74,15.27,88.59,1,0,71.58
2023-01-10 01:26:11.900654,13,82.17,0,125,27,71.46,17.34,90.32,0,0,78.85
2023-01-10 01:27:11.900654,15,84.85,0,162,29,62.77,14.46,96.75,0,0,85.59
2023-01-10 01:28:11.900654,16,90.17,0,239,29,80.75,17.64,94.79,1,1,77.77
2023-01-10 01:29:11.900654,9,88.67,1,183,25,73.89,17.57,94.63,0,0,78.8
2023-01-10 01:30:11.900654,13,85.92,0,107,35,84.43,11.1,93.06,0,0,88.32
2023-01-10 01:31:11.900654,17,84.3,1,150,31,71.98,10.4,99.39,0,0,91.46
2023-01-10 01:32:11.900654,15,91.52,1,206,27,80.39,15.88,98.11,0,1,96.49
2023-01-10 01:33:11.900654,11,95.74,1,189,29,94.26,14.54,97.88,0,0,90.44
2023-01-10 01:34:11.900654,21,93.22,1,200,38,88.86,16.59,99.41,1,0,72.88
2023-01-10 01:35:11.900654,23,89.93,0,222,36,87.99,16.26,85.94,1,0,95.68
2023-01-10 01:36:11.900654,14,97.79,0,175,29,77.83,17.95,89.76,0,1,88.61
2023-01-10 01:37:11.900654,13,98.17,1,183,31,92.24,14.71,89.36,1,0,98.39
2023-01-10 01:38:11.900654,22,94.05,0,223,38,90.8,13.01,85.69,1,0,98.07
2023-01-10 01:39:11.900654,19,95.67,1,189,27,62.39,11.04,98.81,1,0,95.94
2023-01-10 01:40:11.900654,22,96.0,0,179,28,65.33,15.11,92.48,0,0,98.59
2023-01-10 01:41:11.900654,17,93.21,0,208,33,74.12,16.96,88.97,1,1,71.91
2023-01-10 01:42:11.900654,9,83.28,0,105,43,93.36,13.94,97.21,0,0,77.77
2023-01-10 01:43:11.900654,12,98.88,1,181,28,71.45,16.16,89.71,0,0,95.26
2023-01-10 01:44:11.900654,13,91.69,0,187,31,80.58,12.73,86.81,1,1,73.83
2023-01-10 01:45:11.900654,12,88.9,1,144,33,86.77,10.42,99.81,0,0,78.34
2023-01-10 01:46:11.900654,13,85.01,0,178,20,89.92,13.18,90.24,0,0,94.26
2023-01-10 01:47:11.900654,16,91.18,0,212,41,87.8,19.88,86.66,0,0,87.15
2023-01-10 01:48:11.900654,18,87.25,0,207,25,86.26,19.52,97.79,0,0,82.67
2023-01-10 01:49:11.900654,13,84.49,1,230,33,87.0,19.92,92.96,1,0,73.18
2023-01-10 01:50:11.900654,17,92.91,1,239,33,84.46,13.88,94.68,1,0,95.6
2023-01-10 01:51:11.900654,12,87.86,0,231,27,72.21,16.63,98.16,0,1,98.07
2023-01-10 01:52:11.900654,11,81.69,0,150,25,69.82,11.52,89.86,1,1,93.47
2023-01-10 01:53:11.900654,12,80.08,0,179,33,75.44,16.69,97.31,0,0,76.77
2023-01-10 01:54:11.900654,11,83.95,0,153,26,61.29,11.19,88.37,0,1,74.2
2023-01-10 01:55:11.900654,8,87.91,1,231,35,75.34,12.79,85.56,0,0,76.68
2023-01-10 01:56:11.900654,19,88.21,0,224,31,84.6,15.68,91.4,0,0,85.11
2023-01-10 01:57:11.900654,12,99.96,0,182,27,93.97,19.33,93.37,0,0,73.43
2023-01-10 01:58:11.900654,18,84.35,1,236,37,91.99,11.02,90.06,0,1,88.47
2023-01-10 01:59:11.900654,16,86.86,0,228,22,62.89,19.22,89.24,0,0,93.22
2023-01-10 02:00:11.900654,14,97.7,1,155,34,78.28,19.01,98.44,0,0,78.59
2023-01-10 02:01:11.900654,13,83.38,1,203,19,91.52,19.32,86.74,1,0,88.61
2023-01-10 02:02:11.900654,16,93.41,0,148,32,77.46,12.97,99.62,1,1,91.66
2023-01-10 02:03:11.900654,14,86.69,1,178,34,82.02,13.99,86.25,0,1,85.57
2023-01-10 02:04:11.900654,18,92.13,1,202,27,75.8,13.74,86.18,0,0,73.64
2023-01-10 02:05:11.900654,14,89.99,1,161,31,71.06,18.39,91.94,1,1,93.32
2023-01-10 02:06:11.900654,13,87.75,0,215,25,76.6,10.07,91.26,0,0,86.26
2023-01-10 02:07:11.900654,16,98.21,0,157,25,82.98,12.79,93.03,0,1,80.86
2023-01-10 02:08:11.900654,17,96.35,0,146,30,68.52,10.46,98.7,1,1,90.67
2023-01-10 02:09:11.900654,19,84.51,0,243,23,87.46,14.98,98.3,1,0,78.05
2023-01-10 02:10:11.900654,15,92.96,0,117,32,79.08,13.45,86.14,0,1,78.85
2023-01-10 02:11:11.900654,12,94.86,0,220,24,91.41,17.84,89.92,0,0,93.68
2023-01-10 02:12:11.900654,13,95.54,0,175,33,80.63,16.96,96.43,0,0,83.52
2023-01-10 02:13:11.900654,3,84.31,0,196,41,64.82,19.28,88.38,1,0,96.59
2023-01-10 02:14:11.900654,10,85.65,0,135,31,85.39,10.3,85.73,0,1,74.76
2023-01-10 02:15:11.900654,15,82.93,1,176,34,70.86,17.64,90.99,0,0,91.29
2023-01-10 02:16:11.900654,13,82.74,0,131,32,80.28,14.6,99.05,0,0,82.2
2023-01-10 02:17:11.900654,11,89.19,1,219,34,90.03,17.62,86.68,0,1,90.13
2023-01-10 02:18:11.900654,15,84.44,0,192,22,85.47,16.2,96.53,0,0,94.16
2023-01-10 02:19:11.900654,18,83.36,0,184,24,86.86,17.14,88.12,0,1,74.5
2023-01-10 02:20:11.900654,14,92.26,0,173,31,78.7,17.81,85.61,1,1,89.55
2023-01-10 02:21:11.900654,17,93.59,0,231,37,70.6,19.26,98.0,0,0,83.99
2023-01-10 02:22:11.900654,8,94.96,0,149,29,93.96,19.29,98.62,0,0,96.97
2023-01-10 02:23:11.900654,19,93.14,0,131,34,87.57,19.82,87.71,0,1,81.21
2023-01-10 02:24:11.900654,17,87.79,0,99,26,62.9,17.67,88.46,0,1,85.02
2023-01-10 02:25:11.900654,16,91.82,0,223,32,86.84,18.16,86.94,0,0,94.13
2023-01-10 02:26:11.900654,12,90.11,0,209,35,71.09,11.99,85.29,0,1,76.28
2023-01-10 02:27:11.900654,16,85.22,0,229,31,86.12,19.82,88.69,1,0,84.5
2023-01-10 02:28:11.900654,8,86.85,0,202,26,64.66,11.47,92.6,1,0,74.66
2023-01-10 02:29:11.900654,19,81.91,0,197,25,77.98,10.21,97.77,1,0,82.57
2023-01-10 02:30:11.900654,21,82.37,0,102,38,65.9,12.76,87.81,0,1,87.69
2023-01-10 02:31:11.900654,20,85.39,0,251,32,71.02,18.4,85.54,1,0,95.91
2023-01-10 02:32:11.900654,15,97.35,0,209,28,93.02,18.13,99.91,0,0,70.08
2023-01-10 02:33:11.900654,17,84.77,0,165,31,94.6,12.13,93.55,0,0,92.36
2023-01-10 02:34:11.900654,22,83.93,1,207,23,77.94,17.17,97.92,1,0,92.03
2023-01-10 02:35:11.900654,10,92.98,0,157,29,79.63,17.88,88.0,0,0,80.43
2023-01-10 02:36:11.900654,18,98.21,0,134,22,70.25,10.94,98.57,0,0,78.91
2023-01-10 02:37:11.900654,20,96.72,0,238,36,81.46,11.31,85.91,0,0,73.05
2023-01-10 02:38:11.900654,14,99.48,0,244,33,65.18,17.45,90.98,0,0,95.28
2023-01-10 02:39:11.900654,10,92.22,1,159,37,72.47,13.43,90.0,0,0,82.05
2023-01-10 02:40:11.900654,13,91.84,0,169,27,60.73,10.72,94.72,0,1,74.72
2023-01-10 02:41:11.900654,12,83.91,0,179,34,86.12,10.67,98.94,1,1,77.26
2023-01-10 02:42:11.900654,17,99.75,0,164,30,75.91,12.78,86.49,1,1,98.04
2023-01-10 02:43:11.900654,17,82.69,0,204,27,88.3,19.78,86.26,0,0,81.82
2023-01-10 02:44:11.900654,15,92.7,1,66,20,79.38,13.52,97.5,1,1,73.11
2023-01-10 02:45:11.900654,14,92.47,1,179,36,88.92,11.64,87.08,1,1,90.68
2023-01-10 02:46:11.900654,12,95.52,0,199,26,74.9,10.8,89.29,1,0,81.48
2023-01-10 02:47:11.900654,17,92.33,1,186,31,69.02,18.83,96.46,0,1,81.74
2023-01-10 02:48:11.900654,7,87.07,0,223,23,83.6,11.1,87.8,0,1,78.4
2023-01-10 02:49:11.900654,21,88.83,0,177,30,85.01,13.61,97.48,0,1,83.81
2023-01-10 02:50:11.900654,13,96.46,1,250,32,93.88,13.32,89.69,0,0,85.28
2023-01-10 02:51:11.900654,14,98.87,0,195,38,76.95,14.66,95.26,1,0,89.9
2023-01-10 02:52:11.900654,16,80.45,1,218,35,95.0,12.95,93.34,0,0,86.59
2023-01-10 02:53:11.900654,23,81.01,0,238,32,81.81,10.89,87.43,1,1,74.67
2023-01-10 02:54:11.900654,15,85.53,0,184,32,64.43,13.2,88.3,0,0,85.48
2023-01-10 02:55:11.900654,18,92.19,0,144,20,86.5,10.84,94.99,1,0,81.86
2023-01-10 02:56:11.900654,21,90.47,0,191,27,66.9,13.27,99.55,1,0,97.1
2023-01-10 02:57:11.900654,15,91.56,0,218,29,94.91,13.01,96.16,1,0,74.94
2023-01-10 02:58:11.900654,18,81.92,0,192,20,80.26,15.2,90.29,1,0,73.02
2023-01-10 02:59:11.900654,13,98.76,0,222,26,68.48,12.78,96.81,0,0,96.5
2023-01-10 03:00:11.900654,12,96.11,0,168,31,60.15,13.15,89.99,0,0,72.17
2023-01-10 03:01:11.900654,14,90.2,0,138,16,89.3,19.94,87.76,0,0,98.76
2023-01-10 03:02:11.900654,13,85.86,0,177,30,72.59,14.41,89.55,1,1,97.72
2023-01-10 03:03:11.900654,18,80.81,1,218,32,64.67,13.99,85.22,1,0,87.11
2023-01-10 03:04:11.900654,16,89.77,0,264,42,83.4,18.52,90.03,1,1,78.46
2023-01-10 03:05:11.900654,12,99.89,1,232,34,63.6,14.89,87.02,1,0,81.86
2023-01-10 03:06:11.900654,11,95.12,1,230,27,93.19,12.84,87.48,0,1,92.73
2023-01-10 03:07:11.900654,16,83.27,0,152,20,81.27,18.32,89.46,1,0,81.2
2023-01-10 03:08:11.900654,13,99.08,0,196,30,90.32,18.39,86.7,0,0,88.14
2023-01-10 03:09:11.900654,14,88.41,0,146,18,75.94,10.21,90.84,0,1,78.93
2023-01-10 03:10:11.900654,15,92.72,0,254,30,68.08,16.55,99.05,1,0,70.06
2023-01-10 03:11:11.900654,19,89.19,0,217,25,71.29,11.92,87.96,1,1,93.87
2023-01-10 03:12:11.900654,11,99.68,0,210,40,75.86,19.48,86.66,0,0,94.88
2023-01-10 03:13:11.900654,16,91.88,0,258,34,84.31,19.92,89.44,0,0,98.7
2023-01-10 03:14:11.900654,17,98.22,0,167,31,71.59,11.94,91.37,0,1,96.07
2023-01-10 03:15:11.900654,13,96.17,0,161,26,70.61,13.57,95.0,0,0,87.46
2023-01-10 03:16:11.900654,19,82.6,0,137,34,63.51,15.13,97.56,0,0,81.76
2023-01-10 03:17:11.900654,17,96.78,0,263,29,86.77,15.26,87.52,0,1,89.89
2023-01-10 03:18:11.900654,15,84.06,1,107,22,76.26,13.81,93.48,0,1,87.29
2023-01-10 03:19:11.900654,14,92.52,0,181,38,88.69,10.7,88.11,1,0,85.94
